,Total,Short,Medium,Long,,Expected,,,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
350,Darwin Núñez,uy URU,FW,Liverpool,25-220,1999,8.9,106,152,69.7,1645,352,59,71,83.1,33,46,71.7,10,14,71.4,2,0.9,0.3,+1.1,6,7,0,0,17,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
351,Ethan Nwaneri,eng ENG,"MF,FW",Arsenal,17-315,2007,3.2,99,124,79.8,1499,434,60,66,90.9,29,35,82.9,8,15,53.3,0,0.2,0.4,-0.2,4,8,3,1,11,Matches,,,,,,,,,
352,Christian Nørgaard,dk DEN,MF,Brentford,30-326,1994,17.9,679,828,82.0,11213,3730,347,393,88.3,279,326,85.6,42,71,59.2,2,0.5,0.5,+1.5,10,88,11,1,83,Matches,,,,,,,,,
353,Jake O'Brien,ie IRL,DF,Everton,23-260,2001,2.5,78,101,77.2,1428,545,39,41,95.1,28,36,77.8,11,18,61.1,0,0.1,0.0,-0.1,1,8,2,1,5,Matches,,,,,,,,,
354,Matt O'Riley,dk DEN,MF,Brighton,24-070,2000,4.7,140,177,79.1,2072,494,76,83,91.6,42,51,82.4,11,27,40.7,1,1.1,1.1,-0.1,10,12,3,0,17,Matches,,,,,,,,,
355,Dara O'Shea,ie IRL,DF,Ipswich Town,25-332,1999,19.7,748,963,77.7,14459,6231,266,303,87.8,395,462,85.5,77,164,47.0,0,0.0,0.2,0.0,0,53,1,0,48,Matches,,,,,,,,,
356,Wilson Odobert,fr FRA,FW,Tottenham,20-063,2004,1.8,59,78,75.6,728,105,42,46,91.3,14,20,70.0,0,1,0.0,0,0.1,0.1,-0.1,3,3,3,0,10,Matches,,,,,,,,,
357,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-274,1997,2.6,32,43,74.4,415,27,20,24,83.3,8,10,80.0,1,1,100.0,0,0.1,0.0,-0.1,2,0,0,0,0,Matches,,,,,,,,,
358,Caleb Okoli,it ITA,DF,Leicester City,23-201,2001,8.9,404,469,86.1,6996,2917,184,201,91.5,184,203,90.6,30,53,56.6,0,0.0,0.1,0.0,0,14,0,0,24,Matches,,,,,,,,,
359,Robin Olsen,se SWE,GK,Aston Villa,35-022,1990,0.5,16,21,76.2,358,217,6,6,100.0,8,8,100.0,2,7,28.6,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
360,Amadou Onana,be BEL,MF,Aston Villa,23-167,2001,11.5,426,482,88.4,6615,1540,211,224,94.2,188,207,90.8,15,21,71.4,0,0.1,0.2,-0.1,3,29,5,1,33,Matches,,,,,,,,,
361,André Onana,cm CMR,GK,Manchester Utd,28-303,1996,23.0,686,920,74.6,16036,9847,180,182,98.9,364,366,99.5,139,367,37.9,0,0.2,0.2,-0.2,1,20,0,0,1,Matches,,,,,,,,,
362,Paul Onuachu,ng NGA,FW,Southampton,30-247,1994,5.0,72,113,63.7,1038,170,38,61,62.3,18,27,66.7,8,12,66.7,0,0.3,0.1,-0.3,5,5,0,0,6,Matches,,,,,,,,,
363,Frank Onyeka,ng NGA,MF,Brentford,27-029,1998,0.3,6,7,85.7,71,19,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches,,,,,,,,,
364,Lewis Orford,eng ENG,MF,West Ham,18-347,2006,0.4,29,33,87.9,496,50,11,13,84.6,16,17,94.1,1,2,50.0,0,0.0,0.0,0.0,1,1,0,0,0,Matches,,,,,,,,,
365,Stefan Ortega,de GER,GK,Manchester City,32-085,1992,8.0,260,301,86.4,5641,3890,83,84,98.8,123,125,98.4,52,88,59.1,0,0.0,0.0,0.0,0,3,0,0,0,Matches,,,,,,,,,
366,William Osula,dk DEN,"FW,MF",Newcastle Utd,21-179,2003,0.5,3,6,50.0,41,19,1,3,33.3,1,2,50.0,0,0,,0,0.1,0.0,-0.1,1,0,1,0,1,Matches,,,,,,,,,
367,Dango Ouattara,bf BFA,FW,Bournemouth,22-354,2002,12.8,220,366,60.1,3517,1051,121,169,71.6,82,125,65.6,14,41,34.1,4,3.9,2.2,+0.1,19,9,14,5,25,Matches,,,,,,,,,
368,Nico O’Reilly,eng ENG,MF,Manchester City,19-315,2005,0.2,11,12,91.7,135,7,9,9,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
369,Cole Palmer,eng ENG,MF,Chelsea,22-269,2002,22.3,705,946,74.5,13628,3627,280,335,83.6,292,350,83.4,117,203,57.6,6,7.9,6.2,-1.9,61,101,44,11,131,Matches,,,,,,,,,
370,Emerson Palmieri,it ITA,DF,West Ham,30-180,1994,17.3,641,815,78.7,9436,3537,372,420,88.6,217,271,80.1,34,82,41.5,1,1.5,1.9,-0.5,15,37,8,4,44,Matches,,,,,,,,,
371,Lucas Paquetá,br BRA,"MF,FW",West Ham,27-156,1997,17.9,682,891,76.5,11317,3538,357,428,83.4,231,295,78.3,77,122,63.1,0,2.0,1.9,-2.0,23,81,26,1,87,Matches,,,,,,,,,
372,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-231,1993,19.6,1055,1207,87.4,16930,4553,552,590,93.6,423,486,87.0,63,91,69.2,2,1.6,1.6,+0.4,12,95,24,2,118,Matches,,,,,,,,,
373,Nathan Patterson,sct SCO,"DF,FW",Everton,23-106,2001,1.4,58,80,72.5,988,455,30,31,96.8,21,35,60.0,6,11,54.5,0,0.3,0.3,-0.3,2,7,4,2,7,Matches,,,,,,,,,
374,Andreas Pereira,br BRA,MF,Fulham,29-029,1996,13.9,469,669,70.1,8471,2672,217,260,83.5,178,224,79.5,62,149,41.6,1,2.3,2.7,-1.3,37,45,15,4,75,Matches,,,,,,,,,
375,Ricardo Pereira,pt POR,DF,Leicester City,31-116,1993,1.6,76,88,86.4,1120,367,47,52,90.4,23,29,79.3,4,4,100.0,0,0.0,0.0,0.0,0,8,0,0,5,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
376,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-059,1995,9.6,320,399,80.2,6170,1699,129,150,86.0,144,170,84.7,44,68,64.7,0,0.1,0.3,-0.1,2,36,4,1,36,Matches,,,,,,,,,
377,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,22-357,2002,3.7,63,86,73.3,850,161,40,49,81.6,18,21,85.7,2,3,66.7,0,0.3,0.2,-0.3,1,1,3,0,4,Matches,,,,,,,,,
378,Jaden Philogene Bidace,eng ENG,"FW,MF",Ipswich Town,22-357,2002,1.2,19,24,79.2,340,52,12,14,85.7,3,3,100.0,3,4,75.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,,,,,,,,,
379,Jordan Pickford,eng ENG,GK,Everton,30-329,1994,22.0,589,926,63.6,19317,14822,85,86,98.8,245,247,99.2,258,583,44.3,0,0.0,0.1,0.0,1,47,5,0,0,Matches,,,,,,,,,
380,Ethan Pinnock,jm JAM,DF,Brentford,31-246,1993,16.0,712,845,84.3,13170,4709,270,286,94.4,375,425,88.2,62,114,54.4,0,1.2,0.6,-1.2,8,38,4,1,33,Matches,,,,,,,,,
381,Daniel Podence,pt POR,"MF,FW",Wolves,29-101,1995,0.5,11,16,68.8,132,78,7,7,100.0,3,3,100.0,0,2,0.0,0,0.0,0.0,0.0,0,1,1,0,2,Matches,,,,,,,,,
382,Alfie Pond,eng ENG,DF,Wolves,20-335,2004,0.0,1,1,100.0,23,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
383,Nick Pope,eng ENG,GK,Newcastle Utd,32-286,1992,15.0,314,441,71.2,7842,4985,76,76,100.0,155,157,98.7,81,205,39.5,0,0.0,0.0,0.0,0,1,0,0,0,Matches,,,,,,,,,
384,Pedro Porro,es ESP,DF,Tottenham,25-139,1999,21.1,1003,1365,73.5,17256,6772,512,583,87.8,368,470,78.3,99,222,44.6,5,2.7,2.9,+2.3,34,92,43,17,118,Matches,,,,,,,,,
385,Jarell Quansah,eng ENG,DF,Liverpool,22-001,2003,2.5,151,170,88.8,2579,885,57,59,96.6,86,96,89.6,5,10,50.0,0,0.0,0.1,0.0,0,9,0,0,6,Matches,,,,,,,,,
386,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23-109,2001,0.6,16,31,51.6,562,420,1,1,100.0,7,7,100.0,8,23,34.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
387,Aaron Ramsdale,eng ENG,GK,Southampton,26-261,1998,15.0,431,637,67.7,11103,8547,136,136,100.0,167,177,94.4,122,316,38.6,0,0.0,0.0,0.0,0,18,1,0,0,Matches,,,,,,,,,
388,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-247,2001,10.6,308,361,85.3,4070,909,216,235,91.9,73,87,83.9,10,14,71.4,2,1.7,1.5,+0.3,11,15,10,0,40,Matches,,,,,,,,,
389,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-091,1997,10.9,253,343,73.8,3508,868,168,201,83.6,56,85,65.9,14,28,50.0,1,2.1,1.4,-1.1,15,13,16,8,21,Matches,,,,,,,,,
390,David Raya,es ESP,GK,Arsenal,29-137,1995,23.0,600,835,71.9,15330,10644,150,152,98.7,304,309,98.4,146,371,39.4,0,0.0,0.0,0.0,0,31,1,0,5,Matches,,,,,,,,,
391,Harrison Reed,eng ENG,MF,Fulham,30-003,1995,0.7,28,39,71.8,418,111,16,18,88.9,9,11,81.8,2,4,50.0,0,0.1,0.1,-0.1,1,0,1,0,3,Matches,,,,,,,,,
392,Remy Rees-Dottin,eng ENG,FW,Bournemouth,18-330,2006,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
393,Sergio Reguilón,es ESP,DF,Tottenham,28-045,1996,1.4,73,105,69.5,1144,410,33,44,75.0,36,47,76.6,3,9,33.3,0,0.0,0.2,0.0,1,11,2,1,12,Matches,,,,,,,,,
394,Bobby Reid,jm JAM,"FW,MF",Leicester City,31-363,1993,4.1,85,119,71.4,1103,353,48,61,78.7,25,32,78.1,2,7,28.6,2,1.2,0.1,+0.8,5,6,3,0,9,Matches,,,,,,,,,
395,Chadi Riad,ma MAR,DF,Crystal Palace,21-227,2003,1.0,70,82,85.4,1411,568,24,28,85.7,38,41,92.7,8,13,61.5,0,0.0,0.0,0.0,0,8,1,0,7,Matches,,,,,,,,,
396,Declan Rice,eng ENG,MF,Arsenal,26-016,1999,18.3,865,1038,83.3,15232,4033,406,438,92.7,352,388,90.7,90,175,51.4,3,4.7,3.8,-1.7,34,85,22,3,125,Matches,,,,,,,,,
397,Chris Richards,us USA,DF,Crystal Palace,24-308,2000,9.9,365,444,82.2,6502,2319,153,171,89.5,177,196,90.3,32,61,52.5,0,0.1,0.1,-0.1,2,14,0,0,22,Matches,,,,,,,,,
398,Richarlison,br BRA,FW,Tottenham,27-265,1997,2.2,38,56,67.9,589,193,19,23,82.6,11,19,57.9,5,7,71.4,1,0.9,0.6,+0.1,3,6,4,2,8,Matches,,,,,,,,,
399,Andrew Robertson,sct SCO,DF,Liverpool,30-325,1994,17.3,1076,1280,84.1,17995,5466,532,561,94.8,453,520,87.1,77,160,48.1,0,2.8,2.8,-2.8,29,105,21,13,122,Matches,,,,,,,,,
400,Antonee Robinson,us USA,DF,Fulham,27-175,1997,23.0,1078,1404,76.8,18526,7034,522,597,87.4,444,563,78.9,97,171,56.7,9,3.1,3.0,+5.9,32,82,45,24,85,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
401,Rodri,es ESP,MF,Manchester City,28-222,1996,0.7,57,61,93.4,1056,250,25,26,96.2,24,27,88.9,7,7,100.0,0,0.0,0.1,0.0,1,3,1,0,4,Matches,,,,,,,,,
402,Guido Rodríguez,ar ARG,MF,West Ham,30-293,1994,11.3,419,498,84.1,7149,2000,201,230,87.4,180,197,91.4,32,51,62.7,0,0.1,0.1,-0.1,3,36,1,0,31,Matches,,,,,,,,,
403,Mads Roerslev,dk DEN,DF,Brentford,25-220,1999,12.2,422,536,78.7,6925,2249,205,233,88.0,179,224,79.9,27,49,55.1,2,3.0,2.1,-1.0,14,37,11,4,51,Matches,,,,,,,,,
404,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-188,2002,20.1,393,533,73.7,5622,2006,224,272,82.4,116,155,74.8,27,34,79.4,4,4.4,3.0,-0.4,29,40,36,1,72,Matches,,,,,,,,,
405,Cristian Romero,ar ARG,DF,Tottenham,26-278,1998,10.8,793,880,90.1,14806,5799,275,298,92.3,451,477,94.5,57,85,67.1,0,0.5,0.7,-0.5,6,85,7,1,48,Matches,,,,,,,,,
406,Georginio Rutter,fr FRA,"FW,MF",Brighton,22-285,2002,13.1,172,261,65.9,2483,827,104,134,77.6,52,80,65.0,9,15,60.0,2,1.5,1.3,+0.5,12,23,14,1,50,Matches,,,,,,,,,
407,José Sá,pt POR,GK,Wolves,32-013,1993,16.0,323,529,61.1,8620,6121,66,67,98.5,171,176,97.2,85,284,29.9,0,0.1,0.0,-0.1,2,13,1,0,2,Matches,,,,,,,,,
408,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-147,2001,14.1,406,546,74.4,6315,1918,238,265,89.8,119,163,73.0,36,77,46.8,10,5.8,5.6,+4.2,42,11,28,9,53,Matches,,,,,,,,,
409,Mohamed Salah,eg EGY,FW,Liverpool,32-229,1992,21.6,503,712,70.6,7727,2240,284,343,82.8,168,237,70.9,37,63,58.7,13,9.2,5.4,+3.8,50,33,61,10,87,Matches,,,,,,,,,
410,William Saliba,fr FRA,DF,Arsenal,23-312,2001,20.3,1394,1482,94.1,24258,7207,583,606,96.2,725,758,95.6,82,100,82.0,0,0.5,0.8,-0.5,4,106,3,0,70,Matches,,,,,,,,,
411,Robert Sánchez,es ESP,GK,Chelsea,27-073,1997,21.0,628,857,73.3,14637,9609,161,162,99.4,329,342,96.2,135,343,39.4,0,0.0,0.0,0.0,0,14,1,0,1,Matches,,,,,,,,,
412,Jadon Sancho,eng ENG,FW,Chelsea,24-311,2000,11.8,410,489,83.8,5476,1241,264,292,90.4,123,143,86.0,9,17,52.9,4,2.6,2.2,+1.4,22,17,27,0,56,Matches,,,,,,,,,
413,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27-059,1997,2.4,86,113,76.1,1305,411,48,56,85.7,32,41,78.0,5,9,55.6,0,0.0,0.1,0.0,1,5,1,0,8,Matches,,,,,,,,,
414,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-264,1992,3.9,115,173,66.5,1941,672,50,62,80.6,46,59,78.0,11,27,40.7,0,0.5,0.5,-0.5,4,13,9,0,26,Matches,,,,,,,,,
415,Jeremy Sarmiento,ec ECU,MF,Brighton,22-228,2002,0.1,6,6,100.0,74,1,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
416,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,26-340,1998,16.7,273,416,65.6,4108,1141,147,197,74.6,109,156,69.9,11,26,42.3,3,4.7,3.9,-1.7,24,13,24,3,48,Matches,,,,,,,,,
417,Sávio,br BRA,"FW,MF",Manchester City,20-295,2004,12.0,424,536,79.1,6093,1173,275,309,89.0,122,160,76.3,18,34,52.9,5,4.9,4.6,+0.1,29,9,37,7,49,Matches,,,,,,,,,
418,Oliver Scarles,eng ENG,"DF,FW",West Ham,19-049,2005,1.1,36,51,70.6,602,125,14,18,77.8,22,25,88.0,0,5,0.0,0,0.0,0.0,0.0,0,0,1,0,4,Matches,,,,,,,,,
419,Kevin Schade,de GER,FW,Brentford,23-064,2001,11.9,141,241,58.5,2070,544,79,115,68.7,53,88,60.2,4,11,36.4,2,1.8,0.9,+0.2,8,18,5,0,23,Matches,,,,,,,,,
420,Fabian Schär,ch SUI,DF,Newcastle Utd,33-041,1991,17.8,955,1140,83.8,18775,7541,347,376,92.3,497,535,92.9,106,206,51.5,0,0.3,0.7,-0.3,3,93,8,0,63,Matches,,,,,,,,,
421,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-038,1992,1.1,39,50,78.0,591,144,16,19,84.2,18,23,78.3,2,4,50.0,0,0.2,0.1,-0.2,3,4,2,0,5,Matches,,,,,,,,,
422,Alex Scott,eng ENG,MF,Bournemouth,21-162,2003,2.9,116,132,87.9,2046,749,55,60,91.7,52,55,94.5,9,12,75.0,0,0.2,0.2,-0.2,5,22,4,0,32,Matches,,,,,,,,,
423,Matz Sels,be BEL,GK,Nott'ham Forest,32-339,1992,23.0,310,597,51.9,12055,10548,46,46,100.0,85,87,97.7,179,457,39.2,0,0.0,0.1,0.0,0,27,2,0,1,Matches,,,,,,,,,
424,Nélson Semedo,pt POR,DF,Wolves,31-075,1993,17.9,617,764,80.8,9826,2921,324,357,90.8,243,288,84.4,41,80,51.3,3,2.3,1.0,+0.7,16,48,10,6,39,Matches,,,,,,,,,
425,Antoine Semenyo,gh GHA,FW,Bournemouth,25-023,2000,21.4,480,662,72.5,6986,1744,286,338,84.6,156,205,76.1,21,61,34.4,3,4.0,3.0,-1.0,27,34,27,5,64,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
426,Marcos Senesi,ar ARG,DF,Bournemouth,27-265,1997,10.2,440,578,76.1,9108,4764,163,187,87.2,204,237,86.1,71,144,49.3,0,0.4,0.5,-0.4,5,66,12,3,45,Matches,,,,,,,,,
427,Ryan Sessegnon,eng ENG,MF,Fulham,24-257,2000,0.1,1,4,25.0,7,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
428,Luke Shaw,eng ENG,DF,Manchester Utd,29-202,1995,0.8,89,101,88.1,1503,573,48,50,96.0,34,38,89.5,7,11,63.6,0,0.0,0.0,0.0,0,6,0,0,6,Matches,,,,,,,,,
429,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-205,2005,0.0,1,2,50.0,25,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
430,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-173,1994,20.3,1001,1160,86.3,15133,2802,572,623,91.8,361,415,87.0,49,74,66.2,4,4.0,3.2,0.0,38,53,21,6,86,Matches,,,,,,,,,
431,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-182,1999,7.7,92,156,59.0,1251,374,54,71,76.1,27,46,58.7,4,12,33.3,1,2.5,1.7,-1.5,12,2,7,3,12,Matches,,,,,,,,,
432,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-272,2006,0.3,7,8,87.5,86,7,6,7,85.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
433,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-087,2005,1.1,107,115,93.0,1754,549,47,49,95.9,57,59,96.6,3,7,42.9,0,0.0,0.0,0.0,0,3,0,0,3,Matches,,,,,,,,,
434,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-227,1999,2.3,54,70,77.1,789,117,33,35,94.3,17,26,65.4,3,3,100.0,1,1.0,0.9,0.0,9,4,1,1,3,Matches,,,,,,,,,
435,Oliver Skipp,eng ENG,MF,Leicester City,24-136,2000,8.5,293,346,84.7,4411,1105,150,170,88.2,115,125,92.0,14,23,60.9,0,0.2,0.3,-0.2,8,23,4,0,22,Matches,,,,,,,,,
436,William Smallbone,ie IRL,MF,Southampton,24-344,2000,3.2,109,149,73.2,1591,216,56,67,83.6,46,57,80.7,2,14,14.3,0,0.3,0.5,-0.3,3,4,1,1,9,Matches,,,,,,,,,
437,Adam Smith,eng ENG,DF,Bournemouth,33-276,1991,11.5,312,407,76.7,5134,1780,149,171,87.1,137,171,80.1,19,50,38.0,0,0.1,0.1,-0.1,3,31,3,1,31,Matches,,,,,,,,,
438,Emile Smith Rowe,eng ENG,MF,Fulham,24-186,2000,15.1,621,690,90.0,8911,1790,360,387,93.0,231,242,95.5,15,21,71.4,2,1.1,1.5,+0.9,18,57,10,1,89,Matches,,,,,,,,,
439,Dominic Solanke,eng ENG,FW,Tottenham,27-138,1997,17.8,200,283,70.7,2675,744,122,165,73.9,50,65,76.9,10,16,62.5,3,2.6,1.1,+0.4,12,22,9,0,37,Matches,,,,,,,,,
440,Carlos Soler,es ESP,"MF,FW",West Ham,28-028,1997,10.2,376,448,83.9,5994,1676,198,209,94.7,141,170,82.9,25,44,56.8,1,1.0,1.1,0.0,10,31,9,0,41,Matches,,,,,,,,,
441,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-152,1999,2.7,54,79,68.4,850,244,26,39,66.7,19,26,73.1,5,7,71.4,0,0.4,0.3,-0.4,7,2,4,2,4,Matches,,,,,,,,,
442,Tomáš Souček,cz CZE,MF,West Ham,29-338,1995,17.9,462,628,73.6,7975,2297,221,280,78.9,178,236,75.4,51,70,72.9,1,1.0,1.1,0.0,13,48,7,1,52,Matches,,,,,,,,,
443,Boubakary Soumaré,fr FRA,MF,Leicester City,25-338,1999,12.3,598,686,87.2,8838,2456,332,359,92.5,230,262,87.8,16,24,66.7,0,0.2,0.6,-0.2,4,54,8,2,51,Matches,,,,,,,,,
444,Djed Spence,eng ENG,DF,Tottenham,24-174,2000,6.6,382,444,86.0,5353,1389,230,243,94.7,129,153,84.3,9,17,52.9,1,0.9,0.5,+0.1,4,33,5,2,33,Matches,,,,,,,,,
445,Jay Stansfield,eng ENG,MF,Fulham,22-067,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
446,Jason Steele,eng ENG,GK,Brighton,34-165,1990,2.0,101,112,90.2,2321,1556,21,21,100.0,63,65,96.9,17,26,65.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
447,Jack Stephens,eng ENG,DF,Southampton,31-003,1994,8.8,576,619,93.1,9819,2898,231,248,93.1,314,330,95.2,19,24,79.2,0,0.1,0.2,-0.1,2,40,5,0,43,Matches,,,,,,,,,
448,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-053,1994,2.4,71,92,77.2,858,169,49,56,87.5,18,26,69.2,1,2,50.0,1,0.2,0.1,+0.8,3,2,3,0,12,Matches,,,,,,,,,
449,Ross Stewart,sct SCO,"FW,MF",Southampton,28-203,1996,1.5,36,45,80.0,527,59,16,19,84.2,17,19,89.5,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,1,Matches,,,,,,,,,
450,Jakub Stolarczyk,pl POL,GK,Leicester City,24-042,2000,6.0,152,224,67.9,4176,3245,47,47,100.0,46,47,97.9,58,129,45.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,,,,,,,
451,John Stones,eng ENG,"DF,MF",Manchester City,30-247,1994,4.1,253,281,90.0,4469,1169,116,125,92.8,110,121,90.9,23,28,82.1,0,0.1,0.1,-0.1,2,32,0,0,20,Matches,,,,,,,,,
452,Jørgen Strand Larsen,no NOR,FW,Wolves,24-359,2000,20.4,182,294,61.9,2392,450,112,165,67.9,43,71,60.6,10,13,76.9,2,1.6,0.6,+0.4,14,11,3,1,18,Matches,,,,,,,,,
453,Yukinari Sugawara,jp JPN,DF,Southampton,24-216,2000,12.8,568,703,80.8,9136,2747,296,333,88.9,228,273,83.5,34,63,54.0,1,2.2,1.8,-1.2,16,40,20,8,58,Matches,,,,,,,,,
454,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,22-350,2002,3.2,78,92,84.8,1213,148,49,53,92.5,23,28,82.1,6,7,85.7,0,0.0,0.2,0.0,1,2,4,2,5,Matches,,,,,,,,,
455,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-092,2001,8.7,194,254,76.4,2881,640,125,148,84.5,55,62,88.7,11,22,50.0,1,1.7,1.7,-0.7,17,13,12,5,18,Matches,,,,,,,,,
456,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-128,1995,10.9,143,193,74.1,2382,702,67,77,87.0,53,63,84.1,15,29,51.7,0,0.2,0.5,-0.2,4,10,4,1,18,Matches,,,,,,,,,
457,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-097,2000,15.2,684,801,85.4,10709,2178,369,414,89.1,222,250,88.8,59,80,73.8,2,3.0,2.8,-1.0,30,57,24,4,80,Matches,,,,,,,,,
458,Matt Targett,eng ENG,DF,Newcastle Utd,29-134,1995,0.1,7,7,100.0,84,11,5,5,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,,,,,,,,,
459,James Tarkowski,eng ENG,DF,Everton,32-072,1992,21.9,695,857,81.1,14660,5588,229,266,86.1,344,376,91.5,115,181,63.5,0,1.9,1.7,-1.9,11,58,9,0,51,Matches,,,,,,,,,
460,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-314,1999,12.8,370,513,72.1,6273,1976,176,200,88.0,158,205,77.1,30,77,39.0,5,2.6,2.2,+2.4,31,45,22,7,74,Matches,,,,,,,,,
461,Charlie Taylor,eng ENG,DF,Southampton,31-134,1993,3.0,154,177,87.0,2691,691,63,67,94.0,77,86,89.5,12,17,70.6,0,0.1,0.1,-0.1,1,8,2,1,8,Matches,,,,,,,,,
462,Jack Taylor,ie IRL,MF,Ipswich Town,26-221,1998,4.5,196,236,83.1,3411,1007,94,105,89.5,82,96,85.4,16,26,61.5,0,0.5,0.7,-0.5,5,22,7,0,32,Matches,,,,,,,,,
463,Kenny Tete,nl NED,DF,Fulham,29-113,1995,14.0,576,706,81.6,9210,3032,303,331,91.5,208,260,80.0,46,72,63.9,2,0.7,0.5,+1.3,5,53,6,4,42,Matches,,,,,,,,,
464,Thiago,br BRA,FW,Brentford,23-218,2001,1.5,28,39,71.8,428,56,14,20,70.0,9,12,75.0,3,4,75.0,0,0.1,0.0,-0.1,2,1,1,0,2,Matches,,,,,,,,,
465,Luke Thomas,eng ENG,DF,Leicester City,23-234,2001,2.0,85,109,78.0,1261,407,47,49,95.9,33,43,76.7,4,13,30.8,0,0.1,0.1,-0.1,1,7,1,0,7,Matches,,,,,,,,,
